config,p,draw,stationary,max_mod
naive (sd = 1),3,134,FALSE,1.5524722760836291
naive (sd = 1),3,135,FALSE,0.8959766403410434
naive (sd = 1),3,136,FALSE,0.9248737338415518
naive (sd = 1),3,137,FALSE,1.1713423112319221
naive (sd = 1),3,138,FALSE,0.9555867520881681
naive (sd = 1),3,139,FALSE,0.91833658550999675
naive (sd = 1),3,140,TRUE,1.1793379211180954
naive (sd = 1),3,141,FALSE,0.8832486218552669
naive (sd = 1),3,142,FALSE,1.0805690842508981
naive (sd = 1),3,143,FALSE,1.8574484034271168
naive (sd = 1),3,144,FALSE,1.5773555187497756
naive (sd = 1),3,145,FALSE,7.213167485506606
naive (sd = 1),3,146,FALSE,28.106798346425315
naive (sd = 1),3,147,FALSE,3.6815973604508074
naive (sd = 1),3,148,FALSE,16.051844872508372
naive (sd = 1),3,149,FALSE,2.753800507397413
naive (sd = 1),3,150,FALSE,1.1804904936690241
naive (sd = 1),3,151,FALSE,1.6173501686368015
naive (sd = 1),3,152,TRUE,1.9495143941938509
naive (sd = 1),3,153,TRUE,1.826333178501416
naive (sd = 1),3,154,TRUE,1.9477249998658668
naive (sd = 1),3,155,FALSE,1.1435831337355038
naive (sd = 1),3,156,FALSE,1.4203114110625719
naive (sd = 1),3,157,FALSE,1.252567533413089
naive (sd = 1),3,158,FALSE,1.2278590344924967
naive (sd = 1),3,159,FALSE,1.1780783425282924
naive (sd = 1),3,160,FALSE,1.30408951387684
naive (sd = 1),3,161,FALSE,7.304138939344835
naive (sd = 1),3,162,FALSE,2.45731548445592
naive (sd = 1),3,163,FALSE,1.631724564264996
naive (sd = 1),3,164,FALSE,6.098747564966358
naive (sd = 1),3,165,TRUE,4.244910517149913
naive (sd = 1),3,166,FALSE,1.2366043757159004
naive (sd = 1),3,167,FALSE,1.4372418982636554
naive (sd = 1),3,168,FALSE,1.459371503468153
naive (sd = 1),3,169,FALSE,0.9902519238819218
naive (sd = 1),3,170,FALSE,1.8703621956535639
naive (sd = 1),3,171,TRUE,2.0688891859531915
naive (sd = 1),3,172,TRUE,3.532463572580466
naive (sd = 1),3,173,FALSE,1.5363361750194284
naive (sd = 1),3,174,FALSE,1.645408554224509
naive (sd = 1),3,175,FALSE,33.8334065565916
naive (sd = 1),3,176,FALSE,5.283128351336783
naive (sd = 1),3,177,TRUE,1.6429364127325987
naive (sd = 1),3,178,TRUE,1.6538002092954576
naive (sd = 1),3,179,FALSE,1.4144060026185858
naive (sd = 1),3,180,FALSE,1.6980848667496151
naive (sd = 1),3,181,FALSE,1.4053059604788647
naive (sd = 1),3,182,FALSE,1.2927941625580435
naive (sd = 1),3,183,FALSE,1.759442671679866
naive (sd = 1),3,184,FALSE,0.9564763914564962
naive (sd = 1),3,185,FALSE,3.06648078592663
naive (sd = 1),3,186,FALSE,0.9683401785853735
naive (sd = 1),3,187,FALSE,1.3259612056751642
naive (sd = 1),3,188,TRUE,1.3073856162344277
naive (sd = 1),3,189,FALSE,2.3772989021294078
naive (sd = 1),3,190,FALSE,1.329885113716241
naive (sd = 1),3,191,FALSE,1.1266996651414585
naive (sd = 1),3,192,FALSE,1.7350929650203317
naive (sd = 1),3,193,FALSE,3.4593169644419652
naive (sd = 1),3,194,FALSE,1.693126711042029
naive (sd = 1),3,195,FALSE,0.9687771998383866
naive (sd = 1),3,196,FALSE,0.8658438248159129
naive (sd = 1),3,197,FALSE,1.008539156221695
naive (sd = 1),3,198,TRUE,6.211717271571365
naive (sd = 1),3,199,FALSE,1.2395110069050026
naive (sd = 1),3,200,FALSE,1.1575796319851024
naive (sd = 1),3,201,FALSE,1.0117167495902017
naive (sd = 1),3,202,FALSE,1.0240084502136897
naive (sd = 1),3,203,TRUE,3.0641605306797977
naive (sd = 1),3,204,FALSE,1.4353685827222558
naive (sd = 1),3,205,FALSE,1.1506064962709988
naive (sd = 1),3,206,FALSE,1.3252341888549808
naive (sd = 1),3,207,FALSE,1.3046874469151495
naive (sd = 1),3,208,FALSE,1.9712731609729912
naive (sd = 1),3,209,FALSE,1.11978375038456
naive (sd = 1),3,210,FALSE,5.338884725160407
naive (sd = 1),3,211,FALSE,0.965962951783357
naive (sd = 1),3,212,FALSE,1.9735644761350732
naive (sd = 1),3,213,FALSE,136.5644883664685
naive (sd = 1),3,214,FALSE,10.528758748016568
naive (sd = 1),3,215,FALSE,1.112037957681242
naive (sd = 1),3,216,FALSE,0.8137448602276296
naive (sd = 1),3,217,FALSE,1.0866120082868924
naive (sd = 1),3,218,FALSE,1.1763100806758868
naive (sd = 1),3,219,FALSE,0.8905972375520417
naive (sd = 1),3,220,FALSE,0.8905972375520417
naive (sd = 1),3,221,FALSE,1.043862250120186
naive (sd = 1),3,222,FALSE,1.1258646781332788
naive (sd = 1),3,223,FALSE,2.750041707069879
naive (sd = 1),3,224,FALSE,0.8773138590245104
naive (sd = 1),3,225,TRUE,1.1254241380737866
naive (sd = 1),3,226,TRUE,1.7381707822642243
naive (sd = 1),3,227,FALSE,37.21288572251273
naive (sd = 1),3,228,FALSE,1.3978389148288164
naive (sd = 1),3,229,FALSE,2.1119567313256247
naive (sd = 1),3,230,FALSE,2.7425691459888992
naive (sd = 1),3,231,TRUE,1.306928749602765
naive (sd = 1),3,232,FALSE,1.8965676141286913
naive (sd = 1),3,233,TRUE,7.217335702075698
naive (sd = 1),3,234,FALSE,4.383658146210576
naive (sd = 1),3,235,FALSE,2.2726134701288223
naive (sd = 1),3,236,FALSE,2.300030638578985
naive (sd = 1),3,237,FALSE,1.4706923734260826
naive (sd = 1),3,238,FALSE,2.3735143258238085
naive (sd = 1),3,239,TRUE,1.2080789498314009
naive (sd = 1),3,240,FALSE,1.4814359140255764
naive (sd = 1),3,241,FALSE,9.26706196639948
naive (sd = 1),3,242,FALSE,1.665019607905273
naive (sd = 1),3,243,FALSE,3.4319436741887452
naive (sd = 1),3,244,FALSE,1.1881379761466306
naive (sd = 1),3,245,FALSE,1.4643549420531141
naive (sd = 1),3,246,FALSE,1.406385698990321
naive (sd = 1),3,247,FALSE,1.1003731289096486
naive (sd = 1),3,248,FALSE,0.8958465608961519
naive (sd = 1),3,249,FALSE,0.9389521851250155
naive (sd = 1),3,250,FALSE,0.9220544885001652
naive (sd = 1),3,251,FALSE,0.8466890575574822
naive (sd = 1),3,252,FALSE,217.92631526527003
naive (sd = 1),3,253,FALSE,1.2988644576672863
naive (sd = 1),3,254,FALSE,1.8187963937102658
naive (sd = 1),3,255,TRUE,1.8919102707819748
naive (sd = 1),3,256,FALSE,0.9303078964372752
naive (sd = 1),3,257,FALSE,0.9821338713961184
naive (sd = 1),3,258,FALSE,1.0668047816551263
naive (sd = 1),3,259,FALSE,1.2643702364596228
naive (sd = 1),3,260,FALSE,1.0964433455623535
naive (sd = 1),3,261,FALSE,2.415336896034359
naive (sd = 1),3,262,FALSE,1.8849091493439405
naive (sd = 1),3,263,TRUE,1.065690119296159
naive (sd = 1),3,264,TRUE,1.618857013394541
naive (sd = 1),3,265,FALSE,0.9929781876863188
naive (sd = 1),3,266,FALSE,1.117572328047187
naive (sd = 1),3,267,FALSE,0.717617076426172
naive (sd = 1),3,268,FALSE,0.8014272645331894
naive (sd = 1),3,269,FALSE,1.4345771553926039
naive (sd = 1),3,270,FALSE,3.5084450442236252
naive (sd = 1),3,271,FALSE,1.3436694330033303
naive (sd = 1),3,272,FALSE,5.944443965367856
naive (sd = 1),3,273,FALSE,4.877280867529444
naive (sd = 1),3,274,FALSE,3.1650252089819717
naive (sd = 1),3,275,FALSE,2.4132619275604856
naive (sd = 1),3,276,FALSE,1.4461510284499877
naive (sd = 1),3,277,TRUE,2.5180966198615473
naive (sd = 1),3,278,TRUE,2.320941427343212
naive (sd = 1),3,279,FALSE,1.311630030032433
naive (sd = 1),3,280,TRUE,1.3383738201906288
naive (sd = 1),3,281,TRUE,2.239392757747203
naive (sd = 1),3,282,TRUE,3.926306573498832
naive (sd = 1),3,283,FALSE,0.9168382246760067
naive (sd = 1),3,284,FALSE,0.7446832144963731
naive (sd = 1),3,285,FALSE,1.5132770085381537
naive (sd = 1),3,286,FALSE,0.9543521852945881
naive (sd = 1),3,287,FALSE,1.288681039532441
naive (sd = 1),3,288,FALSE,1.9950076255968279
naive (sd = 1),3,289,FALSE,2.0605819461929933
naive (sd = 1),3,290,FALSE,1.2884027039907942
naive (sd = 1),3,291,FALSE,1.414598823711841
naive (sd = 1),3,292,TRUE,2.2350007019182425
naive (sd = 1),3,293,TRUE,1.2017784070418904
naive (sd = 1),3,294,FALSE,1.264738324378879
naive (sd = 1),3,295,TRUE,4.044947310092445
naive (sd = 1),3,296,TRUE,1.2350323465486164
naive (sd = 1),3,297,TRUE,1.1178824892463461
naive (sd = 1),3,298,TRUE,1.7325431694640674
naive (sd = 1),3,299,TRUE,3.3973581596556626
naive (sd = 1),3,300,TRUE,1.4615069278688242
naive (sd = 1),3,301,FALSE,20.224646775509196
naive (sd = 1),3,302,TRUE,1.2888909616152446
naive (sd = 1),3,303,TRUE,1.6430427894903255
naive (sd = 1),3,304,TRUE,2.545414555176346
naive (sd = 1),3,305,FALSE,3.2457841322402907
naive (sd = 1),3,306,TRUE,3.048986104383192
naive (sd = 1),3,307,TRUE,2.5771709968100414
naive (sd = 1),3,308,TRUE,3.287599432487375
naive (sd = 1),3,309,FALSE,1.6096942766627842
naive (sd = 1),3,310,FALSE,0.9665182201105684
naive (sd = 1),3,311,FALSE,2.8683704486065418
naive (sd = 1),3,312,FALSE,4.761837648523945
naive (sd = 1),3,313,FALSE,1.4439534716840856
naive (sd = 1),3,314,FALSE,8.373406202715705
naive (sd = 1),3,315,FALSE,8.373406202715705
naive (sd = 1),3,316,FALSE,3.7430792756598814
naive (sd = 1),3,317,FALSE,3.0257465429686072
naive (sd = 1),3,318,FALSE,0.906517964866238
naive (sd = 1),3,319,FALSE,3.01430205405746
naive (sd = 1),3,320,FALSE,2.824638416814501
naive (sd = 1),3,321,FALSE,1.1492855232813577
naive (sd = 1),3,322,FALSE,1.4479604727895565
naive (sd = 1),3,323,TRUE,1.1919008728994058
naive (sd = 1),3,324,FALSE,1.630895088447236
naive (sd = 1),3,325,TRUE,11.991789434063252
naive (sd = 1),3,326,TRUE,2.3628227370073223
naive (sd = 1),3,327,FALSE,4.444333436458385
naive (sd = 1),3,328,FALSE,1.1607717667335642
naive (sd = 1),3,329,FALSE,1.077252139029075
naive (sd = 1),3,330,FALSE,0.8888226694480267
naive (sd = 1),3,331,FALSE,0.8117103396317185
naive (sd = 1),3,332,FALSE,3.536677147655795
naive (sd = 1),3,333,FALSE,7.531132494378276
naive (sd = 1),3,334,FALSE,1.0529420422921472
naive (sd = 1),3,335,FALSE,1.0529420422921472
naive (sd = 1),3,336,FALSE,2.0270902730236053
naive (sd = 1),3,337,FALSE,2.0810731188126828
naive (sd = 1),3,338,FALSE,4.004142946158723
naive (sd = 1),3,339,FALSE,1.7548159879099376
naive (sd = 1),3,340,TRUE,1.3686905325325975
naive (sd = 1),3,341,TRUE,1.6513612957832866
naive (sd = 1),3,342,FALSE,1.8466864160276757
naive (sd = 1),3,343,FALSE,2.0568195341168667
naive (sd = 1),3,344,FALSE,1.0170945999510443
naive (sd = 1),3,345,FALSE,1.02017515651672
naive (sd = 1),3,346,FALSE,1.018109288185494
naive (sd = 1),3,347,FALSE,1.1239569088333334
naive (sd = 1),3,348,FALSE,1.4955647085156807
naive (sd = 1),3,349,TRUE,1.0788678797860152
naive (sd = 1),3,350,FALSE,1.4859123341345184
naive (sd = 1),3,351,FALSE,2.0636947935481773
naive (sd = 1),3,352,FALSE,5.490278705603222
naive (sd = 1),3,353,FALSE,6.100500390236304
naive (sd = 1),3,354,FALSE,2.764128777296865
naive (sd = 1),3,355,FALSE,1.9661523660883726
naive (sd = 1),3,356,FALSE,1.3019823643585928
naive (sd = 1),3,357,TRUE,1.3680063613287206
naive (sd = 1),3,358,FALSE,2.1794259157920113
naive (sd = 1),3,359,FALSE,0.9715817241988532
naive (sd = 1),3,360,FALSE,4.32732658843879
naive (sd = 1),3,361,FALSE,4.066662925336451
naive (sd = 1),3,362,FALSE,1.3174929815218646
naive (sd = 1),3,363,FALSE,1.1334582069998766
naive (sd = 1),3,364,FALSE,1.1952907042507313
naive (sd = 1),3,365,TRUE,2.7747638441424316
naive (sd = 1),3,366,FALSE,1.2077726395253816
naive (sd = 1),3,367,FALSE,1.3309641992120265
naive (sd = 1),3,368,FALSE,1.3030368475406604
naive (sd = 1),3,369,FALSE,1.2146530960340587
naive (sd = 1),3,370,FALSE,1.5136193927665207
naive (sd = 1),3,371,FALSE,1.5844130335740254
naive (sd = 1),3,372,FALSE,0.8810015537304793
naive (sd = 1),3,373,FALSE,1.45013435450348
naive (sd = 1),3,374,FALSE,1.1460414587361418
naive (sd = 1),3,375,FALSE,2.7889338172762117
naive (sd = 1),3,376,FALSE,3.400447881716873
naive (sd = 1),3,377,TRUE,124.99830257675744
naive (sd = 1),3,378,FALSE,1.5862385813034268
naive (sd = 1),3,379,FALSE,2.6772976700124214
naive (sd = 1),3,380,FALSE,1.5436542100310446
naive (sd = 1),3,381,FALSE,1.0485490011723824
naive (sd = 1),3,382,FALSE,1.100615704518962
naive (sd = 1),3,383,FALSE,1.9447154843998526
naive (sd = 1),3,384,FALSE,1.4156088798601238
naive (sd = 1),3,385,FALSE,2.3730449974070433
naive (sd = 1),3,386,FALSE,0.9739753942520751
naive (sd = 1),3,387,FALSE,1.297916795054329
naive (sd = 1),3,388,FALSE,5.479511032196497
naive (sd = 1),3,389,FALSE,1.5359864863683117
naive (sd = 1),3,390,FALSE,1.0076147720706927
naive (sd = 1),3,391,FALSE,1.4126200702327005
naive (sd = 1),3,392,FALSE,1.2203656078048004
naive (sd = 1),3,393,FALSE,1.177972918949639
naive (sd = 1),3,394,FALSE,1.2352591003352134
naive (sd = 1),3,395,FALSE,2.1982724351519387
naive (sd = 1),3,396,TRUE,2.179802747018983
naive (sd = 1),3,397,FALSE,1.1556326510912875
naive (sd = 1),3,398,FALSE,1.2522803131391669
naive (sd = 1),3,399,FALSE,1.220077874096556
naive (sd = 1),3,400,FALSE,0.9543512456261745
naive (sd = 1),3,401,FALSE,1.1132608343080979
naive (sd = 1),3,402,FALSE,1.3054228014511204
naive (sd = 1),3,403,FALSE,1.0824894803923155
naive (sd = 1),3,404,TRUE,1.959406292870105
naive (sd = 1),3,405,TRUE,1.5966839585096295
naive (sd = 1),3,406,FALSE,1.8413983519645611
naive (sd = 1),3,407,FALSE,2.3400656876669346
naive (sd = 1),3,408,FALSE,1.4532379090238687
naive (sd = 1),3,409,FALSE,7.174234521806022
naive (sd = 1),3,410,FALSE,3.9377877075945977
naive (sd = 1),3,411,FALSE,2.5929408748263296
naive (sd = 1),3,412,FALSE,2.4815654808781984
naive (sd = 1),3,413,FALSE,1.46014077714625
naive (sd = 1),3,414,FALSE,1.7556399104358027
naive (sd = 1),3,415,FALSE,1.406677333764319
naive (sd = 1),3,416,FALSE,1.3403445110078311
naive (sd = 1),3,417,FALSE,1.1938272756683779
naive (sd = 1),3,418,FALSE,1.465078662876373
naive (sd = 1),3,419,FALSE,1.569162577628042
naive (sd = 1),3,420,FALSE,2.860835780837339
naive (sd = 1),3,421,FALSE,3.8439019521185274
naive (sd = 1),3,422,FALSE,0.9729837487375025
naive (sd = 1),3,423,TRUE,1.5972029013242879
naive (sd = 1),3,424,FALSE,2.8087981001525715
naive (sd = 1),3,425,FALSE,1.626297662236653
naive (sd = 1),3,426,FALSE,6.401305644675868
naive (sd = 1),3,427,TRUE,2.206564198598135
naive (sd = 1),3,428,FALSE,6.513890009920343
naive (sd = 1),3,429,TRUE,8.771730101254839
naive (sd = 1),3,430,FALSE,3.479134133310264
naive (sd = 1),3,431,FALSE,2.634701510447963
naive (sd = 1),3,432,FALSE,3.79188748078787
naive (sd = 1),3,433,FALSE,1.2541004825681739
naive (sd = 1),3,434,FALSE,1.419044823349635
naive (sd = 1),3,435,TRUE,14.901321545145258
naive (sd = 1),3,436,TRUE,1.8366844385666998
naive (sd = 1),3,437,FALSE,1.2021814699558133
naive (sd = 1),3,438,FALSE,0.8854014919743182
naive (sd = 1),3,439,FALSE,0.8857243693622889
naive (sd = 1),3,440,FALSE,2.8701682196456213
naive (sd = 1),3,441,FALSE,2.876688130505053
naive (sd = 1),3,442,FALSE,2.6037011653370046
naive (sd = 1),3,443,FALSE,2.222229885520337
naive (sd = 1),3,444,FALSE,1.1811532707796497
naive (sd = 1),3,445,FALSE,2.0143762066990756
naive (sd = 1),3,446,FALSE,1.5278660493978653
naive (sd = 1),3,447,FALSE,2.4987348055523957
naive (sd = 1),3,448,TRUE,2.340968202300567
naive (sd = 1),3,449,FALSE,2.2892374587781927
naive (sd = 1),3,450,TRUE,1.293411871071862
naive (sd = 1),3,451,TRUE,1.8307441125073478
naive (sd = 1),3,452,FALSE,3.482223570348594
naive (sd = 1),3,453,FALSE,2.738325214580055
naive (sd = 1),3,454,FALSE,1.3970204278815992
naive (sd = 1),3,455,FALSE,1.246942339255426
naive (sd = 1),3,456,FALSE,1.0212304323332613
naive (sd = 1),3,457,FALSE,0.9244465209355137
naive (sd = 1),3,458,FALSE,2.519194553782879
naive (sd = 1),3,459,FALSE,2.3333864737241776
naive (sd = 1),3,460,FALSE,18.579930827048987
naive (sd = 1),3,461,FALSE,2.2021366514989396
naive (sd = 1),3,462,TRUE,3.3745589995861716
naive (sd = 1),3,463,FALSE,1.6251939611327488
naive (sd = 1),3,464,TRUE,1.952660068183512
naive (sd = 1),3,465,FALSE,1.9678621012763244
naive (sd = 1),3,466,TRUE,4.2497123478121415
naive (sd = 1),3,467,FALSE,1.7482761042527468
naive (sd = 1),3,468,TRUE,1.7963946147745469
naive (sd = 1),3,469,FALSE,4.791082880287803
naive (sd = 1),3,470,FALSE,2.7113545395023904
naive (sd = 1),3,471,FALSE,3.2004019017928496
naive (sd = 1),3,472,FALSE,3.6405003883579
naive (sd = 1),3,473,FALSE,7.717539311691015
naive (sd = 1),3,474,FALSE,1.2893081280419212
naive (sd = 1),3,475,FALSE,1.4761524401453328
naive (sd = 1),3,476,FALSE,3.870403527661541
naive (sd = 1),3,477,FALSE,1.2524416535070708
naive (sd = 1),3,478,TRUE,1.1280775979733315
naive (sd = 1),3,479,FALSE,1.0523302112527766
naive (sd = 1),3,480,FALSE,1.28134575372437
naive (sd = 1),3,481,FALSE,1.2059643432209206
naive (sd = 1),3,482,FALSE,1.1054181876173237
naive (sd = 1),3,483,FALSE,1.1288366384599802
naive (sd = 1),3,484,TRUE,2.463950107206288
naive (sd = 1),3,485,FALSE,2.9503914919379266
naive (sd = 1),3,486,FALSE,1.2742794272918712
naive (sd = 1),3,487,FALSE,1.0028201719413614
naive (sd = 1),3,488,FALSE,1.5937348689964346
naive (sd = 1),3,489,FALSE,0.990480564847839
naive (sd = 1),3,490,FALSE,1.2516326767368868
naive (sd = 1),3,491,FALSE,1.1639298057909886
naive (sd = 1),3,492,FALSE,1.3787473932636911
naive (sd = 1),3,493,FALSE,1.586520880280036
naive (sd = 1),3,494,TRUE,1.5892619872109837
naive (sd = 1),3,495,FALSE,9.438426351080238
naive (sd = 1),3,496,FALSE,2.912757949404893
naive (sd = 1),3,497,FALSE,3.3307126902884105
naive (sd = 1),3,498,FALSE,5.857879094586457
naive (sd = 1),3,499,FALSE,2.0604223708502487
naive (sd = 1),3,500,FALSE,2.579996862615617
naive (sd = 1),3,501,TRUE,1.5145207731128083
naive (sd = 1),3,502,FALSE,1.5092196847025194
naive (sd = 1),3,503,FALSE,5.987490407538318
naive (sd = 1),3,504,FALSE,1.0385275380503451
naive (sd = 1),3,505,TRUE,2.9574564539909205
naive (sd = 1),3,506,FALSE,1.0241617754957122
naive (sd = 1),3,507,TRUE,1.2853126988007693
naive (sd = 1),3,508,TRUE,2.1640346198098657
naive (sd = 1),3,509,FALSE,0.8616500493052571
naive (sd = 1),3,510,FALSE,0.8311254708736888
naive (sd = 1),3,511,TRUE,10.633795936304772
naive (sd = 1),3,512,FALSE,2.976343871575906
naive (sd = 1),3,513,FALSE,1.8373802144944091
naive (sd = 1),3,514,FALSE,1.9926812230245594
naive (sd = 1),3,515,FALSE,1.6008462092012905
naive (sd = 1),3,516,FALSE,1.8418738084910848
naive (sd = 1),3,517,FALSE,1.7810145523001015
naive (sd = 1),3,518,FALSE,1.1866286819674512
naive (sd = 1),3,519,FALSE,1.0539956462197237
naive (sd = 1),3,520,TRUE,1.5628644514245669
naive (sd = 1),3,521,FALSE,1.2226634239449645
naive (sd = 1),3,522,FALSE,0.9697861774300095
naive (sd = 1),3,523,FALSE,0.8811779753283935
